participant,window_idx,t0_ms,t1_ms,center_ms,center_time,ecg_rmssd_ms,ecg_sdnn_ms,ecg_hr_bpm,ecg_label_qc_pass,ecg_valid_sample_ratio,ecg_valid_ibi_ratio,ecg_ibi_correction_ratio,ecg_qrs_sqi,ecg_peak_count,ecg_label_qc_reason,accel_motion_mean_mag,activity_category,activity_overlap_sec,activity_raw,activity_point_events
P2,557,1772109510000,1772109810000,1772109660000,2026-02-26 04:41:00,63.60262448540662,82.99994158649042,73.93403401629821,True,1.03856,1.0,0.0,0.9305308253842433,370,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,558,1772109540000,1772109840000,1772109690000,2026-02-26 04:41:30,61.96096373415543,78.01242325980934,74.68392240589952,True,1.0386133333333334,1.0,0.0,0.9328535010089434,373,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,559,1772109570000,1772109870000,1772109720000,2026-02-26 04:42:00,63.12029717493968,77.64396622259162,75.06261910781967,True,1.03864,1.0,0.0,0.9340212550375341,375,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,560,1772109600000,1772109900000,1772109750000,2026-02-26 04:42:30,65.09204756179427,72.95284333377913,76.15719606343639,True,1.0386933333333332,1.0,0.0,0.932737269719155,381,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,561,1772109630000,1772109930000,1772109780000,2026-02-26 04:43:00,65.38129155551805,67.64910316576636,76.41273821208767,True,1.0386933333333332,1.0,0.0,0.9361859193936142,382,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,562,1772109660000,1772109960000,1772109810000,2026-02-26 04:43:30,65.42450426565406,66.75589641277728,77.1653005201027,True,1.0387466666666667,1.0,0.0,0.941518496575577,385,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,563,1772109690000,1772109990000,1772109840000,2026-02-26 04:44:00,67.5248072557846,68.36595224033603,76.95614273267664,True,1.0387733333333333,1.0,0.0,0.9411662542645769,384,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,564,1772109720000,1772110020000,1772109870000,2026-02-26 04:44:30,69.27272081298503,69.09023982848719,77.01953129977426,True,1.0387733333333333,1.0,0.0,0.9390835031519922,385,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,565,1772109750000,1772110050000,1772109900000,2026-02-26 04:45:00,68.72886326195528,71.48557100709432,76.40760653739511,True,1.0388,1.0,0.0,0.9399968370441811,381,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
P2,566,1772109780000,1772110080000,1772109930000,2026-02-26 04:45:30,69.9897952866927,71.70338930134926,76.67677244787599,True,1.0388266666666666,1.0,0.002617801047120419,0.9382198464266898,383,ok,,sleep,300.0,sleep:300s:start sleeping -> stop sleeping,
